id,autor,orden,aff,aid,pais,orcid
journal-article-10.2307_26593335,"schneider, gerald",2,NA,NA,NA,0000-0003-3122-7948
journal-article-10.2307_26593335,"nöh, anna",3,NA,NA,NA,NA
journal-article-10.2307_26593335,"clauset, aaron",4,NA,NA,NA,0000-0002-3529-8746
journal-article-10.2307_26593742,"yorke, claire",1,NA,NA,NA,0000-0003-2446-5518
journal-article-10.2307_26593799,"pouliot, vincent",1,NA,NA,NA,0000-0002-5113-9956
journal-article-10.2307_26593816,"neal, andrew w.",1,NA,NA,NA,NA
journal-article-10.2307_26598772,"kogan, vladimir",1,NA,NA,NA,0000-0001-8329-2691
journal-article-10.2307_26598772,"lavertu, stéphane",2,NA,NA,NA,NA
journal-article-10.2307_26598772,"peskowitz, zachary",3,NA,NA,NA,0000-0001-8765-4573
journal-article-10.2307_26598778,"montgomery, jacob m.",1,NA,NA,NA,NA
journal-article-10.2307_26598778,"olivella, santiago",2,NA,NA,NA,0000-0002-8654-5938
journal-article-10.2307_26600626,"huhe, narisong",1,NA,NA,NA,0000-0002-0875-3029
journal-article-10.2307_26600626,"tang, min",2,NA,NA,NA,0000-0001-6933-4007
journal-article-10.2307_26600626,"chen, jie",3,NA,NA,NA,0000-0002-2539-8305
journal-article-10.2307_26600626,"chen, jie",3,NA,NA,NA,0000-0002-7183-0904
journal-article-10.2307_26600626,"chen, jie",3,NA,NA,NA,0000-0002-0992-2410
journal-article-10.2307_26604897,"bartl, walter",1,NA,NA,NA,0000-0002-1865-4980
journal-article-10.2307_26604897,"papilloud, christian",2,NA,NA,NA,NA
journal-article-10.2307_26604897,"terracher-lipinski, audrey",3,NA,NA,NA,NA
journal-article-10.2307_26604898,"thévenot, laurent",1,NA,NA,NA,0000-0002-4317-0419
journal-article-10.2307_26604899,"diaz-bone, rainer",1,NA,NA,NA,0000-0001-8831-3738
journal-article-10.2307_26604908,"lepenies, philipp",1,NA,NA,NA,NA
journal-article-10.2307_26605181,"finkel, alan",1,NA,NA,NA,0000-0002-5043-4806
journal-article-10.2307_26609098,"askonas, jon",1,NA,NA,NA,NA
journal-article-10.2307_26609115,"sacasas, l. m.",1,NA,NA,NA,NA
journal-article-10.2307_26618038,"berger, jonah",1,NA,NA,NA,0000-0002-2669-8211
journal-article-10.2307_26626869,"tinnes, judith",1,NA,NA,NA,NA
journal-article-10.2307_26639655,"ahl, björn",1,NA,NA,NA,0000-0002-9195-4437
journal-article-10.2307_26639655,"cai, lidong",2,NA,NA,NA,NA
journal-article-10.2307_26639655,"xi, chao",3,NA,NA,NA,0000-0003-3133-142X
journal-article-10.2307_26639656,"tang, yingmao",1,NA,NA,NA,NA
journal-article-10.2307_26639656,"liu, john zhuang",2,NA,NA,NA,0000-0002-9106-0214
journal-article-10.2307_26639658,"yang, fan",1,NA,NA,NA,0000-0002-9448-4231
journal-article-10.2307_26639659,"cai, lidong",1,NA,NA,NA,NA
journal-article-10.2307_26639659,"qi, yingcheng",2,NA,NA,NA,NA
journal-article-10.2307_26639661,"lin, xifen",1,NA,NA,NA,0000-0003-2818-8378
journal-article-10.2307_26639661,"ma, yong",2,NA,NA,NA,0000-0001-9980-9181
journal-article-10.2307_26639661,"gu, zihui",3,NA,NA,NA,NA
journal-article-10.2307_26639674,"may, timothy j.",1,NA,NA,NA,NA
journal-article-10.2307_26650773,"madurapperuma, buddhika",1,NA,NA,NA,0000-0003-2786-4477
journal-article-10.2307_26650773,"barger, jess",2,NA,NA,NA,NA
journal-article-10.2307_26650773,"collin, melissa",3,NA,NA,NA,NA
journal-article-10.2307_26650773,"emerson, christine",4,NA,NA,NA,0000-0002-6817-6657
journal-article-10.2307_26650773,"fleming, sean",5,NA,NA,NA,0000-0003-4785-0718
journal-article-10.2307_26650773,"murphy, brian",6,NA,NA,NA,0000-0001-5235-3148
journal-article-10.2307_26650776,"perdue, nicholas",1,NA,NA,NA,0000-0002-5631-8515
journal-article-10.2307_26661561,"brockington, dan",1,NA,NA,NA,0000-0001-5692-0154
journal-article-10.2307_26661563,"miller, daniel c.",1,NA,NA,NA,0000-0001-5927-4397
journal-article-10.2307_26661563,"rana, pushpendra",2,NA,NA,NA,0000-0001-8626-3351
journal-article-10.2307_26661563,"wahlén, catherine benson",3,NA,NA,NA,NA
journal-article-10.2307_26663261,"matečić, ingeborg",1,NA,NA,NA,0000-0002-1812-8446
journal-article-10.2307_26681911,"tinnes, judith",1,NA,NA,NA,NA
journal-article-10.2307_26681976,"jongman, berto",1,NA,NA,NA,NA
journal-article-10.2307_26687172,"rogers, zac",1,NA,NA,NA,0000-0001-6832-689X
journal-article-10.2307_26687173,"graham, caroline",1,NA,NA,NA,0000-0003-1708-0361
journal-article-10.2307_26687174,"maddox, graham",1,NA,NA,NA,0000-0003-1722-8186
journal-article-10.2307_26687174,"battin, tim",2,NA,NA,NA,0000-0003-4076-6011
journal-article-10.2307_26726522,"krachler, nick",1,NA,NA,NA,0000-0001-8424-9863
journal-article-10.2307_26727047,"park, myoungkyu",1,NA,NA,NA,0000-0002-0500-396X
journal-article-10.2307_26756704,"schmid, alex p.",1,NA,NA,NA,NA
journal-article-10.2307_26760517,"askonas, jon",1,NA,NA,NA,NA
journal-article-10.2307_26775173,"efstathiou, sophia",1,NA,NA,NA,0000-0001-7074-3043
journal-article-10.2307_26775173,"nydal, rune",2,NA,NA,NA,0000-0003-3159-7228
journal-article-10.2307_26775173,"lægreid, astrid",3,NA,NA,NA,0000-0002-3941-4257
journal-article-10.2307_26775173,"kuiper, martin",4,NA,NA,NA,0000-0002-1171-9876
journal-article-10.2307_26775174,"politi, vincenzo",1,NA,NA,NA,0000-0002-5753-3196
journal-article-10.2307_26775814,"davis, brigit",1,NA,NA,NA,0000-0003-4788-2306
journal-article-10.2307_26781234,"cooke, thomas n.",1,NA,NA,NA,0000-0003-1025-9975
journal-article-10.2307_26783835,"jo, wonkwang",1,NA,NA,NA,0000-0003-0443-2591
journal-article-10.2307_26783836,"kim, yeunchul",1,NA,NA,NA,0000-0002-6785-1032
journal-article-10.2307_26802337,"massey, giulia",1,NA,NA,NA,NA
journal-article-10.2307_26802337,"kliestikova, jana",2,NA,NA,NA,NA
journal-article-10.2307_26802337,"kovacova, maria",3,NA,NA,NA,0000-0003-2081-6835
journal-article-10.2307_26802337,"dengov, victor v.",4,NA,NA,NA,0000-0002-4665-0362
journal-article-10.2307_26803234,"davis, zachary",1,NA,NA,NA,0000-0002-8379-3135
journal-article-10.2307_26803986,"ionescu, luminița",1,NA,NA,NA,NA
journal-article-10.2307_26805966,"peters, michael a.",1,NA,NA,NA,0000-0002-1482-2975
journal-article-10.2307_26805966,"besley, tina",2,NA,NA,NA,0000-0002-4377-1257
journal-article-10.2307_26805981,"ionescu, luminița",1,NA,NA,NA,NA
journal-article-10.2307_26805982,"kearney, harvey",1,NA,NA,NA,NA
journal-article-10.2307_26805982,"kliestik, tomas",2,NA,NA,NA,0000-0002-3815-5409
journal-article-10.2307_26805982,"kovacova, maria",3,NA,NA,NA,0000-0003-2081-6835
journal-article-10.2307_26805982,"vochozka, marek",4,NA,NA,NA,0000-0003-1629-0471
journal-article-10.2307_26805983,"wener, kim",1,NA,NA,NA,NA
journal-article-10.2307_26805984,"androniceanu, armenia",1,NA,NA,NA,0000-0001-7307-5597
journal-article-10.2307_26805985,"tuyls, robert",1,NA,NA,NA,NA
journal-article-10.2307_26805985,"pera, aurel",2,NA,NA,NA,0000-0001-5279-6360
journal-article-10.2307_26805986,"berke, shirley",1,NA,NA,NA,NA
journal-article-10.2307_26805987,"hecht, bart",1,NA,NA,NA,NA
journal-article-10.2307_26805987,"valaskova, katarina",2,NA,NA,NA,0000-0003-4223-7519
journal-article-10.2307_26805987,"kral, pavol",3,NA,NA,NA,0000-0001-6970-563X
journal-article-10.2307_26805987,"rowland, zuzana",4,NA,NA,NA,0000-0002-7792-8873
journal-article-10.2307_26810363,"sheller, theodore",1,NA,NA,NA,NA
journal-article-10.2307_26810364,"durst, miriam",1,NA,NA,NA,NA
journal-article-10.2307_26810365,"trettin, carol",1,NA,NA,NA,NA
journal-article-10.2307_26810365,"lăzăroiu, george",2,NA,NA,NA,NA
journal-article-10.2307_26810365,"grecu, iulia",3,NA,NA,NA,0000-0001-8659-2972
journal-article-10.2307_26810365,"grecu, gheorghe",4,NA,NA,NA,0000-0002-8866-3591
journal-article-10.2307_26810366,"dubman, ronald",1,NA,NA,NA,NA
journal-article-10.2307_26810367,"zhuravleva, natalia a.",1,NA,NA,NA,0000-0003-3566-9225
journal-article-10.2307_26810367,"nica, elvira",2,NA,NA,NA,0000-0002-8368-8028
journal-article-10.2307_26810367,"durana, pavol",3,NA,NA,NA,0000-0001-5975-1958
journal-article-10.2307_26810368,"gutschow, evelyn",1,NA,NA,NA,NA
journal-article-10.2307_26810369,"gutberlet, trish",1,NA,NA,NA,NA
journal-article-10.2307_26810370,"lyakina, maria",1,NA,NA,NA,0000-0002-1003-5210
journal-article-10.2307_26810370,"sheehy, marianne",2,NA,NA,NA,NA
journal-article-10.2307_26810370,"podhorska, ivana",3,NA,NA,NA,NA
journal-article-10.2307_26810371,"sion, grațiela",1,NA,NA,NA,NA
journal-article-10.2307_26815049,"riikonen, ainikki",1,NA,NA,NA,NA
journal-article-10.2307_26815054,"sculerati, jamie",1,NA,NA,NA,NA
journal-article-10.2307_26828529,"shullenberger, geoff",1,NA,NA,NA,NA
journal-article-10.2307_26838913,"eisenman, joshua",1,NA,NA,NA,0000-0002-4709-4353
journal-article-10.2307_26838913,"heginbotham, eric",2,NA,NA,NA,NA
journal-article-10.2307_26853743,"sinai, joshua",1,NA,NA,NA,NA
journal-article-10.2307_26853743,"fuller, jeffrey",2,NA,NA,NA,0000-0002-0048-1997
journal-article-10.2307_26853743,"seal, tiffany",3,NA,NA,NA,NA
journal-article-10.2307_26853765,"tinnes, judith",1,NA,NA,NA,NA
journal-article-10.2307_26864273,"trevino, marty",1,NA,NA,NA,NA
journal-article-10.2307_26864276,"defranco, joseph",1,NA,NA,NA,NA
journal-article-10.2307_26864276,"dieuliis, diane",2,NA,NA,NA,NA
journal-article-10.2307_26864276,"giordano, james",3,NA,NA,NA,0000-0002-0730-0466
journal-article-10.2307_26864277,"raska, michael",1,NA,NA,NA,0000-0002-8283-2438
journal-article-10.2307_26864278,"kania, elsa b.",1,NA,NA,NA,NA
journal-article-10.2307_26864281,"loo, bernard f.w.",1,NA,NA,NA,NA
journal-article-10.2307_26869266,"gerner, alexander matthias",1,NA,NA,NA,NA
journal-article-10.2307_26869280,"balsas, carlos josé lopes",1,NA,NA,NA,NA
journal-article-10.2307_26872778,"kavanagh, matthew m.",1,NA,NA,NA,0000-0003-1751-4828
journal-article-10.2307_26872778,"thirumurthy, harsha",2,NA,NA,NA,0000-0002-3308-7603
journal-article-10.2307_26872778,"katz, rebecca",3,NA,NA,NA,0000-0002-2831-0866
journal-article-10.2307_26872778,"ebi, kristie l.",4,NA,NA,NA,NA
journal-article-10.2307_26872778,"beyrer, chris",5,NA,NA,NA,0000-0003-0665-9124
journal-article-10.2307_26872778,"headley, jamila",6,NA,NA,NA,NA
journal-article-10.2307_26872778,"holmes, charles b.",7,NA,NA,NA,0000-0002-2429-3237
journal-article-10.2307_26872778,"collins, chris",8,NA,NA,NA,0000-0002-2294-0250
journal-article-10.2307_26872778,"gostin, lawrence o.",9,NA,NA,NA,0000-0001-5286-4044
journal-article-10.2307_26886163,"bangura, abdul karim",1,NA,NA,NA,NA
journal-article-10.2307_26891882,"johnson, james s.",1,NA,NA,NA,0000-0001-7465-3854
journal-article-10.2307_26891882,"johnson, james s.",1,NA,NA,NA,0000-0003-2497-5956
journal-article-10.2307_26891889,"manske, chad",1,NA,NA,NA,NA
journal-article-10.2307_26891890,"peters, mark t.",1,NA,NA,NA,0000-0001-5267-6609
journal-article-10.2307_26891890,"peters, mark t.",1,NA,NA,NA,0000-0003-1951-5664
journal-article-10.2307_26892050,"tinnes, judith",1,NA,NA,NA,NA
journal-article-10.2307_26897908,"knoblauch, hubert",1,NA,NA,NA,0000-0002-9461-3160
journal-article-10.2307_26897908,"löw, martina",2,NA,NA,NA,NA
journal-article-10.2307_26915828,"lim, tai wei",1,NA,NA,NA,0000-0001-9258-8726
journal-article-10.2307_26915828,"lim, tai wei",1,NA,NA,NA,0000-0002-5542-1297
journal-article-10.2307_26915828,"lim, tai wei",1,NA,NA,NA,0000-0001-9331-4639
journal-article-10.2307_26915828,"lim, tai wei",1,NA,NA,NA,0000-0001-9097-0729
journal-article-10.2307_26915828,"lim, tai wei",1,NA,NA,NA,0000-0003-0311-943X
journal-article-10.2307_26917286,"li, eric",1,NA,NA,NA,0000-0002-4121-7738
journal-article-10.2307_26917310,"yanaizu, satoshi",1,NA,NA,NA,NA
journal-article-10.2307_26917310,"funabashi, yoichi",2,NA,NA,NA,NA
journal-article-10.2307_26918083,"rodriguez, abelardo",1,NA,NA,NA,0000-0002-7948-5324
journal-article-10.2307_26918238,"nye, joseph s.",1,NA,NA,NA,NA
journal-article-10.2307_26918283,"harrower, kathryn",1,NA,NA,NA,NA
journal-article-10.2307_26918284,"eysenck, glenn",1,NA,NA,NA,NA
journal-article-10.2307_26918285,"zhuravleva, natalia a.",1,NA,NA,NA,0000-0003-3566-9225
journal-article-10.2307_26918285,"wright, jennifer",2,NA,NA,NA,0000-0001-7598-0873
journal-article-10.2307_26918285,"michalkova, lucia",3,NA,NA,NA,0000-0002-3072-7396
journal-article-10.2307_26918285,"musa, hussam",4,NA,NA,NA,0000-0002-4492-8770
journal-article-10.2307_26918286,"taylor, peter",1,NA,NA,NA,0000-0003-0572-4502
journal-article-10.2307_26918287,"connolly-barker, melissa",1,NA,NA,NA,NA
journal-article-10.2307_26918287,"kliestik, tomas",2,NA,NA,NA,0000-0002-3815-5409
journal-article-10.2307_26918287,"suler, petr",3,NA,NA,NA,NA
journal-article-10.2307_26918287,"zvarikova, katarina",4,NA,NA,NA,0000-0001-5278-9275
journal-article-10.2307_26918288,"morgan, christine",1,NA,NA,NA,0000-0001-8476-8735
journal-article-10.2307_26918289,"hodgkins, stacy",1,NA,NA,NA,NA
journal-article-10.2307_26918290,"watson, alexander",1,NA,NA,NA,0000-0003-0404-5735
journal-article-10.2307_26918290,"musova, zdenka",2,NA,NA,NA,NA
journal-article-10.2307_26918290,"machova, veronika",3,NA,NA,NA,NA
journal-article-10.2307_26918290,"rowland, zuzana",4,NA,NA,NA,0000-0002-7792-8873
journal-article-10.2307_26918291,"ionescu, luminița",1,NA,NA,NA,NA
journal-article-10.2307_26918305,"tinnes, judith",1,NA,NA,NA,NA
journal-article-10.2307_26918306,"tinnes, judith",1,NA,NA,NA,NA
journal-article-10.2307_26918408,"caselli, davide",1,NA,NA,NA,0000-0001-7305-7436
journal-article-10.2307_26918411,"baur, nina",1,NA,NA,NA,0000-0002-6626-1997
journal-article-10.2307_26918411,"graeff, peter",2,NA,NA,NA,NA
journal-article-10.2307_26918411,"braunisch, lilli",3,NA,NA,NA,NA
journal-article-10.2307_26918411,"schweia, malte",4,NA,NA,NA,NA
journal-article-10.2307_26918412,"graeff, peter",1,NA,NA,NA,NA
journal-article-10.2307_26918412,"baur, nina",2,NA,NA,NA,0000-0002-6626-1997
journal-article-10.2307_26918413,"koch, gertraud",1,NA,NA,NA,0000-0002-2457-3335
journal-article-10.2307_26918413,"kinder-kurlanda, katharina",2,NA,NA,NA,0000-0002-7749-645X
journal-article-10.2307_26918414,"weichbold, martin",1,NA,NA,NA,NA
journal-article-10.2307_26918414,"seymer, alexander",2,NA,NA,NA,0000-0001-8000-5546
journal-article-10.2307_26918414,"aschauer, wolfgang",3,NA,NA,NA,0000-0002-7917-557X
journal-article-10.2307_26918414,"herdin, thomas",4,NA,NA,NA,0000-0002-4102-8507
journal-article-10.2307_26918415,"diaz-bone, rainer",1,NA,NA,NA,0000-0001-8831-3738
journal-article-10.2307_26918415,"horvath, kenneth",2,NA,NA,NA,0000-0002-0994-381X
journal-article-10.2307_26918415,"cappel, valeska",3,NA,NA,NA,NA
journal-article-10.2307_26918416,"weinhardt, michael",1,NA,NA,NA,0000-0002-4928-3852
journal-article-10.2307_26919918,"solozobov, yuri",1,NA,NA,NA,NA
journal-article-10.2307_26927674,"sinai, joshua",1,NA,NA,NA,NA
journal-article-10.2307_26927675,"sinai, joshua",1,NA,NA,NA,NA
journal-article-10.2307_26927676,"sinai, joshua",1,NA,NA,NA,NA
journal-article-10.2307_26928110,"meng, tianguang",1,NA,NA,NA,0000-0001-7887-0012
journal-article-10.2307_26928110,"yang, zesen",2,NA,NA,NA,0000-0001-6201-0018
journal-article-10.2307_26928111,"wong, wilson",1,NA,NA,NA,0000-0002-0866-7833
journal-article-10.2307_26928111,"chu, may",2,NA,NA,NA,0000-0003-4878-8186
journal-article-10.2307_26928111,"chu, may",2,NA,NA,NA,0000-0002-3771-6411
journal-article-10.2307_26928112,"gao, xiang",1,NA,NA,NA,0000-0002-5483-7151
journal-article-10.2307_26928112,"tan, jie",2,NA,NA,NA,0000-0002-3303-5096
journal-article-10.2307_26931483,"santow, edward",1,NA,NA,NA,NA
journal-article-10.2307_26939888,"russell, helen",1,NA,NA,NA,0000-0002-6179-4524
journal-article-10.2307_26939889,"scott, roger",1,NA,NA,NA,0000-0001-5517-2203
journal-article-10.2307_26939889,"poliak, milos",2,NA,NA,NA,0000-0002-9149-2439
journal-article-10.2307_26939889,"vrbka, jaromir",3,NA,NA,NA,NA
journal-article-10.2307_26939889,"nica, elvira",4,NA,NA,NA,0000-0002-8368-8028
journal-article-10.2307_26939890,"grayson, jonathan",1,NA,NA,NA,0000-0001-7413-9599
journal-article-10.2307_26939891,"miller, edward",1,NA,NA,NA,0000-0002-1726-8148
journal-article-10.2307_26939892,"nelson, anthony",1,NA,NA,NA,0000-0003-2702-4283
journal-article-10.2307_26939892,"neguriță, octav",2,NA,NA,NA,0000-0002-1394-2561
journal-article-10.2307_26939893,"robinson, rachel",1,NA,NA,NA,0000-0002-3092-1308
journal-article-10.2307_26939894,"bennett, sarah",1,NA,NA,NA,0000-0001-7576-9939
journal-article-10.2307_26939894,"durana, pavol",2,NA,NA,NA,0000-0001-5975-1958
journal-article-10.2307_26939894,"konecny, vladimir",3,NA,NA,NA,0000-0002-2606-7890
journal-article-10.2307_26939895,"walker, amanda",1,NA,NA,NA,0000-0002-3170-8445
journal-article-10.2307_26939896,"lyons, nancy",1,NA,NA,NA,NA
journal-article-10.2307_26939896,"lăzăroiu, george",2,NA,NA,NA,NA
journal-article-10.2307_26939897,"davies, shirley",1,NA,NA,NA,NA
journal-article-10.2307_26939897,"kovacova, maria",2,NA,NA,NA,0000-0003-2081-6835
journal-article-10.2307_26939897,"valaskova, katarina",3,NA,NA,NA,0000-0003-4223-7519
journal-article-10.2307_2695821,"smith-lovin, lynn",1,NA,NA,NA,0000-0002-8211-4719
journal-article-10.2307_27522323,"rothenbacher, franz",1,NA,NA,NA,NA
journal-article-10.2307_3647679,"krutz, glen s.",1,NA,NA,NA,NA
journal-article-10.2307_3648943,"collins, randall",1,NA,NA,NA,NA
journal-article-10.2307_41636602,"anderson, sheila",1,NA,NA,NA,0000-0002-9035-1968
journal-article-10.2307_41636602,"blanke, tobias",2,NA,NA,NA,0000-0003-1529-5529
journal-article-10.2307_41684588,"keeter, scott",1,NA,NA,NA,NA
journal-article-10.2307_41726700,"friedman, uri",1,NA,NA,NA,NA
journal-article-10.2307_41726884,"khanna, parag",1,NA,NA,NA,NA
journal-article-10.2307_41726884,"smith, aaron",2,NA,NA,NA,0000-0001-5137-7973
journal-article-10.2307_41963001,"knighton, david",1,NA,NA,NA,0000-0002-6908-5941
journal-article-10.2307_41963001,"ford, robert",2,NA,NA,NA,0000-0001-5483-4965
journal-article-10.2307_41963001,"goodwin, matthew",3,NA,NA,NA,0000-0003-3424-7864
journal-article-10.2307_41963019,"debusmann, bernd",1,NA,NA,NA,NA
journal-article-10.2307_41963020,"de mesquita, bruce bueno",1,NA,NA,NA,NA
journal-article-10.2307_42858149,"collinson, jacquelyn allen",1,NA,NA,NA,NA
journal-article-10.2307_42921259,"castelló, itziar",1,NA,NA,NA,NA
journal-article-10.2307_42921259,"morsing, mette",2,NA,NA,NA,0000-0002-6961-8234
journal-article-10.2307_42921259,"schultz, friederike",3,NA,NA,NA,NA
journal-article-10.2307_43049529,"golder, scott a.",1,NA,NA,NA,NA
journal-article-10.2307_43049529,"macy, michael w.",2,NA,NA,NA,NA
journal-article-10.2307_43049542,"morenoff, jeffrey d.",1,NA,NA,NA,NA
journal-article-10.2307_43049542,"harding, david j.",2,NA,NA,NA,0000-0001-8339-0048
journal-article-10.2307_43049542,"harding, david j.",2,NA,NA,NA,0000-0002-8622-9046
journal-article-10.2307_43134258,"baker, stephanie",1,NA,NA,NA,0000-0003-0115-002X
journal-article-10.2307_43134321,"deibert, ronald",1,NA,NA,NA,NA
journal-article-10.2307_43134325,"visner, samuel",1,NA,NA,NA,NA
journal-article-10.2307_43134346,"lynn, william j.",1,NA,NA,NA,NA
journal-article-10.2307_43134346,"lute, jane hull",2,NA,NA,NA,NA
journal-article-10.2307_43134346,"schmidt, howard",3,NA,NA,NA,NA
journal-article-10.2307_43134346,"lotrionte, catherine",4,NA,NA,NA,NA
journal-article-10.2307_43134349,"genachowski, julius",1,NA,NA,NA,NA
journal-article-10.2307_43134349,"schwartz, eddie",2,NA,NA,NA,NA
journal-article-10.2307_43134349,"dix, robert",3,NA,NA,NA,NA
journal-article-10.2307_43134349,"ghanea-hercock, robert",4,NA,NA,NA,NA
journal-article-10.2307_43134349,"howard, rick",5,NA,NA,NA,NA
journal-article-10.2307_43134349,"barnett, jamie",6,NA,NA,NA,0000-0003-0731-7249
journal-article-10.2307_43134349,"admiral, rear",7,NA,NA,NA,NA
journal-article-10.2307_43134349,"borg, scott",8,NA,NA,NA,NA
journal-article-10.2307_43134349,"lotrionte, catherine",9,NA,NA,NA,NA
journal-article-10.2307_43185402,"trinitapoli, jenny",1,NA,NA,NA,0000-0003-2617-8176
journal-article-10.2307_43186119,"harnois, catherine e.",1,NA,NA,NA,NA
journal-article-10.2307_43186156,"indergaard, michael",1,NA,NA,NA,NA
journal-article-10.2307_43186673,"fujimura, joan h.",1,NA,NA,NA,NA
journal-article-10.2307_43186673,"bolnick, deborah a.",2,NA,NA,NA,NA
journal-article-10.2307_43186673,"rajagopalan, ramya",3,NA,NA,NA,0000-0003-2873-9125
journal-article-10.2307_43186673,"rajagopalan, ramya",3,NA,NA,NA,0000-0003-0065-1471
journal-article-10.2307_43186673,"kaufman, jay s.",4,NA,NA,NA,0000-0003-1606-401X
journal-article-10.2307_43186673,"kaufman, jay s.",4,NA,NA,NA,0000-0003-0595-2820
journal-article-10.2307_43186673,"lewontin, richard c.",5,NA,NA,NA,NA
journal-article-10.2307_43186673,"duster, troy",6,NA,NA,NA,NA
journal-article-10.2307_43186673,"ossorio, pilar",7,NA,NA,NA,0000-0002-3495-7375
journal-article-10.2307_43186673,"marks, jonathan",8,NA,NA,NA,0000-0002-8606-5387
journal-article-10.2307_43186783,"warren, john robert",1,NA,NA,NA,NA
journal-article-10.2307_43186787,"brint, steven",1,NA,NA,NA,0000-0002-3475-6661
journal-article-10.2307_43187072,"shim, janet k.",1,NA,NA,NA,NA
journal-article-10.2307_43187072,"ackerman, sara l.",2,NA,NA,NA,NA
journal-article-10.2307_43187072,"darling, katherine weatherford",3,NA,NA,NA,NA
journal-article-10.2307_43187072,"hiatt, robert a.",4,NA,NA,NA,NA
journal-article-10.2307_43187072,"lee, sandra soo-jin",5,NA,NA,NA,NA
journal-article-10.2307_43187545,"brayne, sarah",1,NA,NA,NA,NA
journal-article-10.2307_43284284,"king, gary",1,NA,NA,NA,0000-0001-7761-9264
journal-article-10.2307_43284284,"sen, maya",2,NA,NA,NA,0000-0001-6187-456X
journal-article-10.2307_43284328,"greitens, sheena chestnut",1,NA,NA,NA,0000-0002-9767-4276
journal-article-10.2307_43284328,"koehler-derrick, gabriel",2,NA,NA,NA,0000-0002-5639-0349
journal-article-10.2307_43284334,"goldstein, joshua",1,NA,NA,NA,0000-0002-2844-9921
journal-article-10.2307_43284398,"king, gary",1,NA,NA,NA,0000-0001-7761-9264
journal-article-10.2307_43284398,"sen, maya",2,NA,NA,NA,0000-0001-6187-456X
journal-article-10.2307_43284479,"durant, robert f.",1,NA,NA,NA,0000-0002-3178-2223
journal-article-10.2307_43284486,"carsey, thomas m.",1,NA,NA,NA,0000-0002-7564-1246
journal-article-10.2307_43284501,"king, gary",1,NA,NA,NA,0000-0001-7761-9264
journal-article-10.2307_43284533,"isaac, jeffrey c.",1,NA,NA,NA,NA
journal-article-10.2307_43284537,"blumenthal, mark",1,NA,NA,NA,0000-0002-1410-1860
journal-article-10.2307_43284544,"linzer, drew a.",1,NA,NA,NA,NA
journal-article-10.2307_43284628,"pinero-kluge, liane",1,NA,NA,NA,NA
journal-article-10.2307_43284684,"smith, steven rathgeb",1,NA,NA,NA,NA
journal-article-10.2307_43284803,"west, lauren",1,NA,NA,NA,0000-0001-7230-8627
journal-article-10.2307_43287846,"cornwell, benjamin",1,NA,NA,NA,0000-0002-1328-3084
journal-article-10.2307_43287846,"dokshin, fedor a.",2,NA,NA,NA,NA
journal-article-10.2307_43486385,"curato, nicole",1,NA,NA,NA,0000-0002-0269-0186
