id,autor,orden,aff,aid,pais,orcid
journal-article-10.2307_43497089,"thiem, bui hai",1,NA,NA,NA,NA
journal-article-10.2307_43546638,"davis, gerald f.",1,NA,NA,NA,NA
journal-article-10.2307_43548332,"kleinbaum, adam m.",1,NA,NA,NA,0000-0003-3654-2154
journal-article-10.2307_43551404,"barrowman, nick",1,NA,NA,NA,NA
journal-article-10.2307_43589260,"george, gerard",1,NA,NA,NA,0000-0002-6963-5085
journal-article-10.2307_43589260,"haas, martine r.",2,NA,NA,NA,NA
journal-article-10.2307_43589260,"pentland, alex",3,NA,NA,NA,0000-0002-8053-9983
journal-article-10.2307_43589275,"howard-grenville, jennifer",1,NA,NA,NA,NA
journal-article-10.2307_43589275,"buckle, simon j.",2,NA,NA,NA,NA
journal-article-10.2307_43589275,"hoskins, brian j.",3,NA,NA,NA,NA
journal-article-10.2307_43589275,"george, gerard",4,NA,NA,NA,0000-0002-6963-5085
journal-article-10.2307_43589320,"tihanyi, laszlo",1,NA,NA,NA,NA
journal-article-10.2307_43589320,"graffin, scott",2,NA,NA,NA,0000-0002-5352-2932
journal-article-10.2307_43589320,"george, gerard",3,NA,NA,NA,0000-0002-6963-5085
journal-article-10.2307_43615198,"smith, trina",1,NA,NA,NA,0000-0001-7585-6725
journal-article-10.2307_43615198,"popov, lubomir",2,NA,NA,NA,NA
journal-article-10.2307_43615198,"diana, augie",3,NA,NA,NA,NA
journal-article-10.2307_43615198,"david, gary",4,NA,NA,NA,NA
journal-article-10.2307_43615198,"straus, roger",5,NA,NA,NA,NA
journal-article-10.2307_43653229,"krupnikov, yanna",1,NA,NA,NA,0000-0002-4708-0074
journal-article-10.2307_43653229,"piston, spencer",2,NA,NA,NA,0000-0001-9933-8295
journal-article-10.2307_43653968,"ritzer, george",1,NA,NA,NA,NA
journal-article-10.2307_43654145,"devault, marjorie l.",1,NA,NA,NA,NA
journal-article-10.2307_43654157,"ignatow, gabe",1,NA,NA,NA,NA
journal-article-10.2307_43654161,"cerulo, karen a.",1,NA,NA,NA,NA
journal-article-10.2307_43681110,"singer, p. w.",1,NA,NA,NA,0000-0003-3741-4314
journal-article-10.2307_43694718,"mohr, john w.",1,NA,NA,NA,NA
journal-article-10.2307_43694718,"ghaziani, amin",2,NA,NA,NA,0000-0002-7118-0809
journal-article-10.2307_43694720,"tavory, iddo",1,NA,NA,NA,0000-0002-4603-8958
journal-article-10.2307_43694722,"vaisey, stephen",1,NA,NA,NA,0000-0001-9506-7520
journal-article-10.2307_43694722,"miles, andrew",2,NA,NA,NA,0000-0002-3141-1115
journal-article-10.2307_43694727,"mische, ann",1,NA,NA,NA,NA
journal-article-10.2307_43694728,"bail, christopher a.",1,NA,NA,NA,NA
journal-article-10.2307_43698582,"faris, david",1,NA,NA,NA,NA
journal-article-10.2307_43761673,"delanoë, alexandre",1,NA,NA,NA,NA
journal-article-10.2307_43761673,"galam, serge",2,NA,NA,NA,0000-0002-9003-5420
journal-article-10.2307_43773635,"gale, steven",1,NA,NA,NA,NA
journal-article-10.2307_43773643,"lotrionte, catherine",1,NA,NA,NA,NA
journal-article-10.2307_43773645,"gady, franz-stefan",1,NA,NA,NA,NA
journal-article-10.2307_43773648,"gaycken, sandro",1,NA,NA,NA,NA
journal-article-10.2307_43773652,"nitta, yoko",1,NA,NA,NA,0000-0002-9832-2926
journal-article-10.2307_43773654,"dunlap,, charles j.",1,NA,NA,NA,NA
journal-article-10.2307_43773654,"dunlap,, charlie j.",2,NA,NA,NA,NA
journal-article-10.2307_43798480,"diaz-bone, rainer",1,NA,NA,NA,0000-0001-8831-3738
journal-article-10.2307_43798480,"didier, emmanuel",2,NA,NA,NA,NA
journal-article-10.2307_43798482,"diaz-bone, rainer",1,NA,NA,NA,0000-0001-8831-3738
journal-article-10.2307_43820808,"chomsky, noam",1,NA,NA,NA,NA
journal-article-10.2307_43828649,"dahl, erik j.",1,NA,NA,NA,0000-0003-3525-0539
journal-article-10.2307_43830184,"pellegrini, carlo bellavite",1,NA,NA,NA,NA
journal-article-10.2307_43862201,"herbert, sandra",1,NA,NA,NA,0000-0001-5990-5099
journal-article-10.2307_43863740,"jiang, lijing",1,NA,NA,NA,0000-0002-0606-7199
journal-article-10.2307_43863740,"jiang, lijing",1,NA,NA,NA,0000-0001-6105-254X
journal-article-10.2307_43893401,"sarewitz, daniel",1,NA,NA,NA,NA
journal-article-10.2307_43920603,"minhas, shahryar",1,NA,NA,NA,0000-0002-8498-4005
journal-article-10.2307_43920603,"hoff, peter d",2,NA,NA,NA,NA
journal-article-10.2307_43920603,"ward, michael d",3,NA,NA,NA,NA
journal-article-10.2307_43921183,"miłkowski, marcin",1,NA,NA,NA,0000-0001-7646-5742
journal-article-10.2307_43946953,"thornberry, mac",1,NA,NA,NA,NA
journal-article-10.2307_43946953,"krepinevich, andrew f.",2,NA,NA,NA,NA
journal-article-10.2307_43946954,"bacevich, andrew j.",1,NA,NA,NA,NA
journal-article-10.2307_43954498,"van klinken, gerry",1,NA,NA,NA,0000-0001-7702-1705
journal-article-10.2307_43954499,"nyblade, benjamin",1,NA,NA,NA,NA
journal-article-10.2307_43954499,"o'mahony, angela",2,NA,NA,NA,0000-0003-2557-0475
journal-article-10.2307_43954499,"sinpeng, aim",3,NA,NA,NA,0000-0002-4917-6758
journal-article-10.2307_43954500,"hicks, jacqueline",1,NA,NA,NA,0000-0002-6918-0228
journal-article-10.2307_43954500,"traag, vincent a.",2,NA,NA,NA,0000-0003-3170-3879
journal-article-10.2307_43954500,"reinanda, ridho",3,NA,NA,NA,NA
journal-article-10.2307_43954502,"meyer, david a.",1,NA,NA,NA,0000-0003-0979-118X
journal-article-10.2307_43954502,"meyer, david a.",1,NA,NA,NA,0000-0002-5667-4720
journal-article-10.2307_43954502,"stein, arthur",2,NA,NA,NA,0000-0002-3033-1201
journal-article-10.2307_43956752,"merola, stacey s.",1,NA,NA,NA,NA
journal-article-10.2307_43956971,"nichols, lawrence t.",1,NA,NA,NA,NA
journal-article-10.2307_43956973,"mcfarland, daniel a.",1,NA,NA,NA,0000-0002-5500-1591
journal-article-10.2307_43956973,"lewis, kevin",2,NA,NA,NA,0000-0003-3829-4350
journal-article-10.2307_43956973,"goldberg, amir",3,NA,NA,NA,0000-0002-0858-3058
journal-article-10.2307_43957095,"turner, stephen",1,NA,NA,NA,0000-0002-1109-903X
journal-article-10.2307_43996326,"fleck, christian",1,NA,NA,NA,0000-0001-6922-9362
journal-article-10.2307_43996405,"manza, jeff",1,NA,NA,NA,0000-0002-8163-8334
journal-article-10.2307_43997380,"blee, kathleen m.",1,NA,NA,NA,NA
journal-article-10.2307_44001149,"gee, gilbert c.",1,NA,NA,NA,0000-0002-1716-9465
journal-article-10.2307_44017414,"pozzo, riccardo",1,NA,NA,NA,0000-0001-5535-5894
journal-article-10.2307_44062873,"ashkpour, ashkan",1,NA,NA,NA,NA
journal-article-10.2307_44062873,"mandemakers, kees",2,NA,NA,NA,0000-0003-0958-2652
journal-article-10.2307_44062873,"boonstra, onno",3,NA,NA,NA,0000-0002-6735-6373
journal-article-10.2307_44072748,"oser, jennifer",1,NA,NA,NA,0000-0002-1531-4606
journal-article-10.2307_44072748,"leighley, jan e.",2,NA,NA,NA,NA
journal-article-10.2307_44072748,"winneg, kenneth m.",3,NA,NA,NA,NA
journal-article-10.2307_44078250,"charmaz, kathy",1,NA,NA,NA,0000-0003-1188-6954
journal-article-10.2307_44078250,"sell, jane",2,NA,NA,NA,0000-0003-1756-8850
journal-article-10.2307_44078254,"radford, jason",1,NA,NA,NA,0000-0003-3045-5527
journal-article-10.2307_44078254,"pilny, andy",2,NA,NA,NA,NA
journal-article-10.2307_44078254,"reichelmann, ashley",3,NA,NA,NA,0000-0002-3344-9037
journal-article-10.2307_44078254,"keegan, brian",4,NA,NA,NA,0000-0001-9140-8690
journal-article-10.2307_44078254,"welles, brooke foucault",5,NA,NA,NA,NA
journal-article-10.2307_44078254,"hoye, jefferson",6,NA,NA,NA,NA
journal-article-10.2307_44078254,"ognyanova, katherine",7,NA,NA,NA,0000-0003-3038-7077
journal-article-10.2307_44078254,"meleis, waleed",8,NA,NA,NA,0000-0003-4158-6071
journal-article-10.2307_44078254,"meleis, waleen",9,NA,NA,NA,NA
journal-article-10.2307_44078254,"lazer, david",10,NA,NA,NA,0000-0002-7991-9110
journal-article-10.2307_44090477,"rochot, justine",1,NA,NA,NA,NA
journal-article-10.2307_44090477,"buchanan, david",2,NA,NA,NA,0000-0002-4572-1683
journal-article-10.2307_44090481,"milcent, carine",1,NA,NA,NA,NA
journal-article-10.2307_44090481,"black, michael",2,NA,NA,NA,0000-0001-9528-2888
journal-article-10.2307_44091111,"creemers, rogier",1,NA,NA,NA,0000-0002-8803-4971
journal-article-10.2307_44113936,"masłyk, tomasz",1,NA,NA,NA,0000-0001-9901-5859
journal-article-10.2307_44113936,"migaczewska, ewa",2,NA,NA,NA,0000-0003-0868-4171
journal-article-10.2307_44114456,"king, anthony",1,NA,NA,NA,0000-0003-1701-6837
journal-article-10.2307_44114461,"rose-greenland, fiona",1,NA,NA,NA,NA
journal-article-10.2307_44114467,"fourcade, marion",1,NA,NA,NA,0000-0002-4821-9031
journal-article-10.2307_44114470,"swedberg, richard",1,NA,NA,NA,0000-0003-0635-0581
journal-article-10.2307_44132931,"montiel, cristina jayme",1,NA,NA,NA,NA
journal-article-10.2307_44132931,"umel, audris",2,NA,NA,NA,0000-0002-6572-1816
journal-article-10.2307_44132931,"de leon, marlene",3,NA,NA,NA,0000-0002-6049-268X
journal-article-10.2307_44132931,"de leon, marlene",3,NA,NA,NA,0000-0002-9911-490X
journal-article-10.2307_44157036,"warner, malcolm",1,NA,NA,NA,NA
journal-article-10.2307_44174151,"henrÿ, hagen",1,NA,NA,NA,NA
journal-article-10.2307_44176022,"krenn, karoline",1,NA,NA,NA,NA
journal-article-10.2307_44176026,"pridmore, jason",1,NA,NA,NA,0000-0001-9159-8623
journal-article-10.2307_44176026,"hämäläinen, lalu elias",2,NA,NA,NA,NA
journal-article-10.2307_44176031,"diaz-bone, rainer",1,NA,NA,NA,0000-0001-8831-3738
journal-article-10.2307_44176032,"krüger, anne k.",1,NA,NA,NA,0000-0002-7652-1166
journal-article-10.2307_44176032,"reinhart, martin",2,NA,NA,NA,0000-0003-4597-6771
journal-article-10.2307_44176033,"fourcade, marion",1,NA,NA,NA,0000-0002-4821-9031
journal-article-10.2307_44176033,"healy, kieran",2,NA,NA,NA,0000-0001-9114-981X
journal-article-10.2307_44214790,"o'connor, nuala",1,NA,NA,NA,NA
journal-article-10.2307_44214790,"lange, alethea",2,NA,NA,NA,NA
journal-article-10.2307_44214790,"lange, ali",3,NA,NA,NA,NA
journal-article-10.2307_44245486,"mueller, anna s.",1,NA,NA,NA,0000-0002-3220-8944
journal-article-10.2307_44245486,"abrutyn, seth",2,NA,NA,NA,0000-0001-6220-3362
journal-article-10.2307_44245500,"hunzaker, m. b. fallin",1,NA,NA,NA,NA
journal-article-10.2307_44245534,"hofstra, bas",1,NA,NA,NA,0000-0002-9052-956X
journal-article-10.2307_44245534,"corten, rense",2,NA,NA,NA,0000-0001-8154-9393
journal-article-10.2307_44245534,"van tubergen, frank",3,NA,NA,NA,0000-0002-6415-2877
journal-article-10.2307_44245534,"ellison, nicole b.",4,NA,NA,NA,NA
journal-article-10.2307_44252648,"mills, mark p.",1,NA,NA,NA,0000-0002-8813-4438
journal-article-10.2307_44254189,"lizzi, renata",1,NA,NA,NA,0000-0002-3253-4504
journal-article-10.2307_44254189,"bull, david",2,NA,NA,NA,0000-0002-1418-4344
journal-article-10.2307_44282479,"alwin, duane f.",1,NA,NA,NA,NA
journal-article-10.2307_44282479,"thomas, jason r.",2,NA,NA,NA,0000-0002-9718-9297
journal-article-10.2307_44282614,"nosek, brian a.",1,NA,NA,NA,0000-0001-6797-5476
journal-article-10.2307_44282614,"spies, jeffrey r.",2,NA,NA,NA,0000-0003-2135-5874
journal-article-10.2307_44282614,"motyl, matt",3,NA,NA,NA,0000-0002-7190-0802
journal-article-10.2307_44289447,"liao, tim futing",1,NA,NA,NA,NA
journal-article-10.2307_44289457,"o'brien, daniel tumminelli",1,NA,NA,NA,NA
journal-article-10.2307_44289457,"sampson, robert j.",2,NA,NA,NA,0000-0001-6556-0357
journal-article-10.2307_44289457,"winship, christopher",3,NA,NA,NA,0000-0002-0632-241X
journal-article-10.2307_44289458,"nardulli, peter f.",1,NA,NA,NA,NA
journal-article-10.2307_44289458,"althaus, scott l.",2,NA,NA,NA,0000-0002-7020-9649
journal-article-10.2307_44289458,"hayes, matthew",3,NA,NA,NA,0000-0003-1651-0956
journal-article-10.2307_44318615,"yarkoni, tal",1,NA,NA,NA,0000-0002-6558-5113
journal-article-10.2307_44318815,"erickson, kirk i.",1,NA,NA,NA,NA
journal-article-10.2307_44318815,"creswell, j. david",2,NA,NA,NA,0000-0002-9604-6120
journal-article-10.2307_44318815,"verstynen, timothy d.",3,NA,NA,NA,NA
journal-article-10.2307_44318815,"gianaros, peter j.",4,NA,NA,NA,NA
journal-article-10.2307_44318818,"trull, timothy j.",1,NA,NA,NA,NA
journal-article-10.2307_44318818,"ebner-priemer, ulrich",2,NA,NA,NA,0000-0002-2769-5944
journal-article-10.2307_44469359,"bour, nina",1,NA,NA,NA,NA
journal-article-10.2307_44471268,"yi, doogab",1,NA,NA,NA,0000-0003-0300-6398
journal-article-10.2307_44504726,"oh, hyeyoung",1,NA,NA,NA,NA
journal-article-10.2307_44510048,"song, felicia wu",1,NA,NA,NA,NA
journal-article-10.2307_44631284,"kersen, thomas m.",1,NA,NA,NA,NA
journal-article-10.2307_44631538,"mcclelland, richard t.",1,NA,NA,NA,NA
journal-article-10.2307_44687753,"allen-taylor, j. douglas",1,NA,NA,NA,NA
journal-article-10.2307_44713549,"shestakofsky, benjamin",1,NA,NA,NA,0000-0003-0797-2729
journal-article-10.2307_44737762,"harari, yuval",1,NA,NA,NA,NA
journal-article-10.2307_44737762,"philps, alan",2,NA,NA,NA,NA
journal-article-10.2307_44744634,"lowe, james w. e.",1,NA,NA,NA,NA
journal-article-10.2307_44744739,"devictor, vincent",1,NA,NA,NA,0000-0003-1524-2304
journal-article-10.2307_44744739,"bensaude-vincent, bernadette",2,NA,NA,NA,0000-0002-7216-2354
journal-article-10.2307_44779932,"elliott, matthew",1,NA,NA,NA,0000-0003-3828-8540
journal-article-10.2307_44842734,"rothkopf, david",1,NA,NA,NA,NA
journal-article-10.2307_44979836,"van den eede, yoni",1,NA,NA,NA,0000-0001-7253-1562
journal-article-10.2307_45048146,"philps, alan",1,NA,NA,NA,NA
journal-article-10.2307_45048153,"baker, tim",1,NA,NA,NA,0000-0002-9929-7769
journal-article-10.2307_45048761,"plant, robert",1,NA,NA,NA,0000-0001-9314-0691
journal-article-10.2307_45180566,"philps, alan",1,NA,NA,NA,NA
journal-article-10.2307_45180566,"fletcher, tom",2,NA,NA,NA,0000-0002-0641-8796
journal-article-10.2307_48544317,"rafiq, aamna",1,NA,NA,NA,NA
journal-article-10.2307_48551802,"james, colin",1,NA,NA,NA,0000-0003-4096-0500
journal-article-10.2307_48551802,"james, colin",1,NA,NA,NA,0000-0001-8549-3913
journal-article-10.2307_48573461,"mahbubani, kishore",1,NA,NA,NA,NA
journal-article-10.2307_48573497,"isa, tan sri rastam mohd",1,NA,NA,NA,NA
journal-article-10.2307_48573561,"schaefer, michael",1,NA,NA,NA,0000-0003-4363-1534
journal-article-10.2307_48573567,"tricoire, jean-pascal",1,NA,NA,NA,NA
journal-article-10.2307_48573574,"attali, jacques",1,NA,NA,NA,NA
journal-article-10.2307_48573588,"garfinkle, adam",1,NA,NA,NA,NA
journal-article-10.2307_48573639,"nye, joseph s.",1,NA,NA,NA,NA
journal-article-10.2307_48573654,"heap, brian",1,NA,NA,NA,NA
journal-article-10.2307_48573654,"hirmer, stephanie",2,NA,NA,NA,0000-0001-7628-9259
journal-article-10.2307_48573697,"bordoff, jason",1,NA,NA,NA,NA
journal-article-10.2307_48573698,"langner, ralph",1,NA,NA,NA,NA
journal-article-10.2307_48573719,"tharoor, shashi",1,NA,NA,NA,NA
journal-article-10.2307_48573727,"sahbaz, ussal",1,NA,NA,NA,NA
journal-article-10.2307_48573769,"shapiro, jacob l.",1,NA,NA,NA,NA
journal-article-10.2307_48581424,"lok, joris janssen",1,NA,NA,NA,NA
journal-article-10.2307_522314,"daly, mary",1,NA,NA,NA,0000-0002-3298-8901
journal-article-10.2307_90012075,"hate, ketaki",1,NA,NA,NA,NA
journal-article-10.2307_90012075,"meherally, sanna",2,NA,NA,NA,NA
journal-article-10.2307_90012075,"more, neena shah",3,NA,NA,NA,NA
journal-article-10.2307_90012075,"jayaraman, anuja",4,NA,NA,NA,0000-0002-7269-2099
journal-article-10.2307_90012075,"bull, susan",5,NA,NA,NA,0000-0003-1515-6641
journal-article-10.2307_90012075,"parker, michael",6,NA,NA,NA,0000-0002-4359-8677
journal-article-10.2307_90012075,"parker, michael",6,NA,NA,NA,0000-0001-8909-3386
journal-article-10.2307_90012075,"osrin, david",7,NA,NA,NA,0000-0001-9691-9684
journal-article-10.2307_90012118,"sieber, joan e.",1,NA,NA,NA,0000-0002-9558-1324
journal-article-10.2307_90012118,"hurley, elisa",2,NA,NA,NA,NA
journal-article-10.2307_90012118,"anderson, emily e.",3,NA,NA,NA,NA
journal-article-10.2307_90012152,"cato, kenrick d.",1,NA,NA,NA,NA
journal-article-10.2307_90012152,"bockting, walter",2,NA,NA,NA,0000-0003-2650-7726
journal-article-10.2307_90012152,"larson, elaine",3,NA,NA,NA,0000-0001-5639-7770
journal-article-10.2307_90012597,"howard, philip n.",1,NA,NA,NA,0000-0003-3380-821X
journal-article-10.2307_90012597,"savage, saiph",2,NA,NA,NA,0000-0001-9020-8929
journal-article-10.2307_90012597,"saviaga, claudia flores",3,NA,NA,NA,NA
journal-article-10.2307_90012597,"toxtli, carlos",4,NA,NA,NA,0000-0002-9430-2661
journal-article-10.2307_90012597,"monroy-hernández, andrés",5,NA,NA,NA,0000-0003-4889-9484
journal-article-10.2307_90012598,"lin, herbert",1,NA,NA,NA,0000-0001-7464-4069
journal-article-10.2307_90017877,"mccants, anne ec",1,NA,NA,NA,NA
journal-article-10.2307_90017888,"curtis, daniel r.",1,NA,NA,NA,NA
journal-article-10.2307_90017888,"bavel, bas van",2,NA,NA,NA,NA
journal-article-10.2307_90017888,"soens, tim",3,NA,NA,NA,0000-0003-1040-5266
journal-article-10.2307_90021005,"mbadiwe, tafari",1,NA,NA,NA,0000-0002-9215-6162
journal-article-10.2307_90022979,"cogliani, leland",1,NA,NA,NA,NA
journal-article-10.2307_canajsocicahican.38.4.669,"hand, martin",1,NA,NA,NA,0000-0003-3743-9706
journal-article-10.2307_insipent.28.12.10,"sherman, jason",1,NA,NA,NA,0000-0002-6686-5993
journal-article-10.2307_insipent.28.12.11,"sherman, jason",1,NA,NA,NA,0000-0002-6686-5993
journal-article-10.2307_insipent.29.42.09,"sprenger, sebastian",1,NA,NA,NA,NA
journal-article-10.2307_insipent.29.42.10,"sprenger, sebastian",1,NA,NA,NA,NA
journal-article-10.2307_insipent.30.36.06,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.30.47.04,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.30.47.18,"sprenger, sebastian",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.1.08,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.1.09,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.15.04,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.15.20,"albon, courtney",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.16.01,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.16.02,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.16.03,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.16.04,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.16.17,"sherman, jason",1,NA,NA,NA,0000-0002-6686-5993
journal-article-10.2307_insipent.31.18.01,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.18.02,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.18.03,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.18.04,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.18.20,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.20.14,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.20.15,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.20.16,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.22.12,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.22.13,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.26.03,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.26.09,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.30.13,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.30.14,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.32.01,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.32.14,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.33.07,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.33.08,"maucione, scott",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.37.02,"mcbride, courtney",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.37.12,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.38.02,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.38.03,"mcbride, courtney",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.40.08,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.40.09,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.41.01,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.46.04,"mcbride, courtney",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.46.08,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.50.24,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.50.25,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.8.07,"sherman, jason",1,NA,NA,NA,0000-0002-6686-5993
journal-article-10.2307_insipent.31.8.08,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.8.10,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.31.8.11,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.12.03,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.12.04,"sherman, jason",1,NA,NA,NA,0000-0002-6686-5993
journal-article-10.2307_insipent.32.19.04,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.34.02,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.34.03,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.35.04,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.35.09,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.35.10,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.37.04,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.37.08,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.39.08,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.39.09,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.39.10,"censer, marjorie",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.41.01,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.41.04,"bertuca, tony",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.41.09,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_insipent.32.51.03,"sherman, jason",1,NA,NA,NA,0000-0002-6686-5993
journal-article-10.2307_insipent.32.6.01,"sherman, jason",1,NA,NA,NA,0000-0002-6686-5993
journal-article-10.2307_insipent.32.6.10,"mishory, jordana",1,NA,NA,NA,NA
journal-article-10.2307_intesociscierevi.91.2.22,"messineo, melinda",1,NA,NA,NA,0000-0002-7599-4770
journal-article-10.2307_revfranscipoleng.62.5-6.1,"bennani-chraïbi, mounia",1,NA,NA,NA,0000-0003-3906-6683
journal-article-10.2307_revfranscipoleng.62.5-6.1,"fillieule, olivier",2,NA,NA,NA,0000-0002-6926-1714
journal-article-10.2307_revfranscipoleng.62.5-6.1,"raillard, sarah-louise",3,NA,NA,NA,NA
journal-article-10.2307_revfranscipoleng.65.5-6.71,"boullier, dominique",1,NA,NA,NA,0000-0003-2080-6434
journal-article-10.5325_goodsociety.23.2.0160,"landemore, hélène",1,NA,NA,NA,NA
journal-article-10.5325_utopianstudies.26.1.0256,"sassower, raphael",1,NA,NA,NA,0000-0003-3501-6013
journal-article-10.5325_utopianstudies.26.2.0422,"sassower, raphael",1,NA,NA,NA,0000-0003-3501-6013
